City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Device Protection,Tech Support,Streaming TV,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label
Tranquillity,Male,No,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,963.95,No
Wishon,Female,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.1,5222.3,No
Traver,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.8,3340.55,No
Fresno,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.25,5774.55,No
Fresno,Male,No,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,No,One year,No,Credit card (automatic),71.4,4487.3,No
Fresno,Male,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No
Fresno,Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,No
Fresno,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,No
Fresno,Female,No,No,No,13,No,No phone service,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,No
Fresno,Female,No,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,No
Fresno,Female,No,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No
Fresno,Female,No,Yes,No,12,No,No phone service,DSL,Yes,No,Yes,No,One year,No,Credit card (automatic),33.15,444.75,No
Fresno,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.15,No
Fresno,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,No
Salinas,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No
Salinas,Male,No,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,No
Salinas,Male,No,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62.0,No
Salinas,Female,No,No,No,5,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.35,352.65,No
Salinas,Female,No,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1424.9,No
Carmel By The Sea,Male,No,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,No
Carmel Valley,Female,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,No,Electronic check,89.0,5898.6,No
Chualar,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,No
Gonzales,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,457.3,No
Greenfield,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.4,5822.3,No
Monterey,Male,No,Yes,No,62,No,No phone service,DSL,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),39.0,2337.45,No
Pacific Grove,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,104.3,No
San Lucas,Male,No,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,No
Seaside,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No
Soledad,Male,No,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Yes,Credit card (automatic),97.55,5598.0,No
Spreckels,Male,No,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.1,No
Brisbane,Male,No,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,No
Burlingame,Female,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No
Daly City,Female,No,No,No,51,No,No phone service,DSL,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077.0,No
Half Moon Bay,Female,No,No,No,60,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,No,Electronic check,64.75,4039.5,No
La Honda,Male,No,No,No,33,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,No
Los Altos,Male,Yes,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,504.2,No
Menlo Park,Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,No
Atherton,Female,No,Yes,No,49,No,No phone service,DSL,Yes,No,Yes,No,One year,Yes,Credit card (automatic),35.8,1782.0,No
Portola Valley,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,No
Millbrae,Female,Yes,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.35,609.65,No
Montara,Female,Yes,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,No
Moss Beach,Male,No,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,Yes,One year,No,Credit card (automatic),91.2,3247.55,No
Mountain View,Male,No,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.3,2823.0,No
Pacifica,Male,Yes,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,No
Redwood City,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Credit card (automatic),81.2,4965.1,No
Redwood City,Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No
Redwood City,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,No
Redwood City,Female,No,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,No,Electronic check,105.55,5682.25,No
San Carlos,Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,No
San Gregorio,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,No
Sunnyvale,Female,No,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,No
Sunnyvale,Male,No,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,5398.6,No
San Francisco,Male,No,No,No,4,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.4,234.85,No
San Francisco,Male,No,No,No,19,Yes,No,DSL,No,No,Yes,No,One year,Yes,Bank transfer (automatic),65.35,1231.85,No
San Francisco,Female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,No
San Francisco,Female,No,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,No
San Francisco,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.0,1288.3,No
San Francisco,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,No
San Francisco,Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267.0,No
San Francisco,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No
San Francisco,Female,Yes,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No
San Francisco,Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No
San Francisco,Female,No,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,No
San Francisco,Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,No
San Francisco,Male,No,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1505.9,No
San Francisco,Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,No
San Francisco,Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,No
San Francisco,Female,No,Yes,No,63,Yes,Yes,DSL,Yes,No,No,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,No
San Francisco,Female,Yes,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,No
San Francisco,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No
San Francisco,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No
San Francisco,Female,No,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,No,One year,No,Electronic check,86.45,2538.05,No
San Francisco,Female,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No
Palo Alto,Male,No,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No
Palo Alto,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,No
Stanford,Female,No,No,No,12,No,No phone service,DSL,Yes,No,Yes,No,One year,Yes,Mailed check,33.6,435.45,No
Palo Alto,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.25,308.05,No
San Mateo,Female,No,Yes,No,0,Yes,No,DSL,Yes,Yes,No,Yes,Two year,No,Mailed check,80.85,,No
San Mateo,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,No
San Mateo,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,No
Alameda,Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,No
Alameda,Female,No,No,Yes,13,No,No phone service,DSL,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,No
Danville,Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,No
Alamo,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,No
Angwin,Female,No,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,No
Benicia,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,77.6,No
Bethel Island,Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,91.35,2896.55,No
Brentwood,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,No
Calistoga,Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,No
Clayton,Male,No,No,No,22,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,55.1,1253.15,No
Concord,Female,No,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,58.95,955.15,No
Concord,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,No
Concord,Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,No
Pleasant Hill,Male,No,No,No,4,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.75,245.15,No
Crockett,Male,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,No
Danville,Female,No,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,2723.75,No
El Cerrito,Male,Yes,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,No
Fairfield,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,365.8,No
Travis Afb,Male,Yes,Yes,No,8,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.9,551.95,No
Fremont,Female,Yes,No,No,56,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),73.25,4054.2,No
Hayward,Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,60.65,No
Hayward,Female,No,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),77.35,5550.1,No
Hercules,Male,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,No
Lafayette,Male,No,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),70.1,4048.95,No
Castro Valley,Female,No,Yes,No,59,Yes,No,DSL,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,No
Moraga,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,No
Napa,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,No
Newark,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,No
Oakley,Male,No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,808.95,No
Orinda,Female,No,No,No,39,Yes,No,DSL,Yes,No,No,No,One year,Yes,Electronic check,47.85,1886.4,No
Pittsburg,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1679.25,No
Pope Valley,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No
Dublin,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,19.75,No
Port Costa,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,537.35,No
Rio Vista,Male,No,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,678.8,No
Rodeo,Female,No,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,No
Saint Helena,Female,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.35,1423.85,No
Deer Park,Female,No,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,555.4,No
San Leandro,Female,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,225.55,No
San Leandro,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,268.45,No
Suisun City,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1492.1,No
Sunol,Male,No,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.3,132.4,No
Vallejo,Male,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,No
Vallejo,Female,No,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,784.25,No
Vallejo,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,417.7,No
Vallejo,Female,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Yes,Credit card (automatic),95.85,5016.25,No
Yountville,Male,Yes,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.75,485.2,No
Oakland,Male,No,No,No,3,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,No
Oakland,Female,No,Yes,No,71,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,No
Oakland,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,No
Oakland,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,49.5,49.5,No
Emeryville,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Yes,Mailed check,80.1,5585.4,No
Oakland,Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,1601.2,No
Oakland,Male,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,40.05,162.45,No
Oakland,Female,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,470.2,No
Oakland,Female,No,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Credit card (automatic),51.05,2066.0,No
Oakland,Male,No,Yes,No,28,Yes,No,DSL,Yes,No,Yes,No,One year,No,Mailed check,54.35,1426.45,No
Oakland,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.7,392.5,No
Oakland,Female,Yes,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.1,3861.45,No
Berkeley,Male,No,No,No,37,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,No
Berkeley,Female,Yes,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6668.35,No
Berkeley,Female,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.9,4615.25,No
Berkeley,Female,No,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,No
Berkeley,Male,No,Yes,Yes,27,Yes,Yes,DSL,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,No
Richmond,Female,No,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,No
El Sobrante,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,No
Richmond,Male,No,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,1697.7,No
Richmond,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No
San Pablo,Female,No,No,No,13,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,No,Electronic check,49.15,649.4,No
San Rafael,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Electronic check,80.9,4557.5,No
Belvedere Tiburon,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,360.35,No
Bodega,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,No
Bolinas,Female,No,No,No,8,Yes,No,DSL,Yes,No,Yes,No,One year,No,Bank transfer (automatic),54.25,447.75,No
Corte Madera,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No
Rohnert Park,Female,No,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.0,3877.65,No
Dillon Beach,Male,No,No,No,3,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.25,152.3,No
Fairfax,Male,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,572.2,No
Inverness,Female,No,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No
Lagunitas,Female,No,No,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,No
Mill Valley,Female,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,620.75,No
